0
100000000
86851137
75431200
65512855
56898660
49417133
42919342
37275937
32374575
28117686
24420530
21209508
18420699
15998587
13894954
12067926
10481131
9102981
7906043
6866488
5963623
5179474
4498432
3906939
3393221
2947051
2559547
2222996
1930697
1676832
1456348
1264855
1098541
954095
828642
719685
625055
542867
471486
409491
355648
308884
268269
232995
202358
175751
152641
132571
115139
100000
